OrderID,OrderDateTime,StoreID,CustomerID,ProductID,Quantity,UnitPrice,DiscountPct,PaymentID,PaymentMethod,Channel,Status,OrderTotal,Currency
14529,2025-04-28T06:52:00,8,3334,246,1,128.52,0,PMT00014529,CASH,POS,Completed,128.52,INR
14530,2025-08-06T13:11:00,7,3700,208,1,36.62,0,PMT00014530,CARD,POS,Completed,36.62,INR
14531,2025-05-01T08:21:00,8,949,123,4,52.93,5,PMT00014531,CARD,Online,Completed,201.12,INR
14532,2025-04-16T11:26:00,11,1965,177,1,33.59,5,PMT00014532,WALLET,POS,Completed,31.91,INR
14533,2025-05-08T20:17:00,10,5502,177,1,33.59,15,PMT00014533,WALLET,POS,Completed,28.55,INR
14534,2025-08-14T10:27:00,6,1074,87,1,54.84,10,PMT00014534,CARD,Online,Completed,49.36,INR
14535,2025-07-31T00:48:00,8,1558,57,3,63.49,15,PMT00014535,CARD,Online,Completed,161.91,INR
14536,2025-07-14T21:50:00,12,5350,215,2,67.28,0,PMT00014536,UPI,Online,Pending,134.56,INR
14537,2025-04-16T04:41:00,10,5801,108,1,35.47,15,PMT00014537,CARD,POS,Completed,30.15,INR
14538,2025-05-27T04:29:00,7,2960,118,1,54.02,5,PMT00014538,CARD,POS,Completed,51.32,INR
14539,2025-08-10T00:52:00,3,4123,34,1,46.03,5,PMT00014539,UPI,Online,Completed,43.73,INR
14540,2025-06-17T01:26:00,5,448,163,1,95.91,0,PMT00014540,CARD,Online,Cancelled,95.91,INR
14541,2025-06-03T02:44:00,4,5086,40,1,63.8,0,PMT00014541,WALLET,Online,Returned,63.8,INR
14542,2025-04-05T10:34:00,10,1255,75,2,65.89,10,PMT00014542,CARD,Online,Completed,118.6,INR
14543,2025-05-11T05:27:00,10,4848,174,1,71.55,10,PMT00014543,CARD,POS,Completed,64.4,INR
14544,2025-07-20T08:19:00,8,1014,178,1,60.63,0,PMT00014544,CASH,Online,Completed,60.63,INR
14545,2025-05-27T10:36:00,6,873,160,1,55.57,0,PMT00014545,CASH,POS,Completed,55.57,INR
14546,2025-06-19T04:14:00,10,4224,245,1,43.1,0,PMT00014546,UPI,Online,Completed,43.1,INR
14547,2025-04-03T03:05:00,6,3056,57,1,63.49,0,PMT00014547,CARD,POS,Cancelled,63.49,INR
14548,2025-07-15T00:07:00,4,544,30,1,64.81,0,PMT00014548,UPI,POS,Pending,64.81,INR
14549,2025-07-22T22:07:00,8,2697,138,1,55.64,10,PMT00014549,UPI,POS,Completed,50.08,INR
14550,2025-05-22T06:47:00,9,4463,38,1,52.47,0,PMT00014550,CASH,POS,Completed,52.47,INR
14551,2025-08-16T12:02:00,1,772,126,1,43.51,5,PMT00014551,UPI,Online,Completed,41.33,INR
14552,2025-04-20T13:02:00,5,5357,243,2,26.64,10,PMT00014552,WALLET,POS,Completed,47.96,INR
14553,2025-07-22T13:07:00,2,5561,199,1,36.63,0,PMT00014553,UPI,Online,Completed,36.63,INR
14554,2025-05-17T04:44:00,12,1521,156,2,48.82,0,PMT00014554,UPI,POS,Completed,97.64,INR
14555,2025-05-22T16:12:00,11,5355,227,1,70.56,5,PMT00014555,CARD,POS,Completed,67.03,INR
14556,2025-06-07T12:28:00,5,4056,68,1,70.69,0,PMT00014556,UPI,POS,Pending,70.69,INR
14557,2025-06-19T02:24:00,5,965,166,1,55.79,0,PMT00014557,CARD,POS,Completed,55.79,INR
14558,2025-05-14T04:05:00,2,2872,53,1,62.28,10,PMT00014558,UPI,POS,Completed,56.05,INR
14559,2025-06-25T14:07:00,9,1853,248,1,26.53,15,PMT00014559,UPI,POS,Pending,22.55,INR
14560,2025-07-13T10:03:00,7,5040,250,1,53.36,0,PMT00014560,CARD,POS,Completed,53.36,INR
14561,2025-07-15T03:40:00,4,2728,51,1,61.11,0,PMT00014561,UPI,POS,Completed,61.11,INR
14562,2025-08-03T14:27:00,4,4261,41,1,100.04,0,PMT00014562,CARD,POS,Completed,100.04,INR
14563,2025-07-08T00:54:00,8,475,59,1,23.12,10,PMT00014563,WALLET,POS,Completed,20.81,INR
14564,2025-08-15T19:42:00,8,5708,116,1,97.87,0,PMT00014564,CARD,POS,Completed,97.87,INR
14565,2025-07-30T03:36:00,3,3080,191,4,26.12,0,PMT00014565,CARD,Online,Completed,104.48,INR
14566,2025-06-22T15:46:00,12,3809,246,1,128.52,0,PMT00014566,UPI,Online,Completed,128.52,INR
14567,2025-07-28T19:01:00,9,3579,248,1,26.53,0,PMT00014567,CARD,Online,Returned,26.53,INR
14568,2025-08-02T14:17:00,9,3795,133,2,53.18,5,PMT00014568,CARD,POS,Completed,101.04,INR
14569,2025-05-07T08:07:00,9,5889,53,1,62.28,0,PMT00014569,CARD,Online,Completed,62.28,INR
14570,2025-06-20T12:39:00,4,5666,72,1,86.48,10,PMT00014570,CARD,POS,Completed,77.83,INR
14571,2025-08-11T12:48:00,10,5706,232,2,110.99,5,PMT00014571,CARD,POS,Completed,210.88,INR
14572,2025-06-18T20:32:00,4,1512,206,2,22.75,0,PMT00014572,UPI,POS,Completed,45.5,INR
14573,2025-07-14T13:57:00,11,4633,107,1,63.05,15,PMT00014573,CARD,POS,Completed,53.59,INR
14574,2025-06-11T08:14:00,3,1952,240,1,38.32,0,PMT00014574,CARD,POS,Pending,38.32,INR
14575,2025-06-05T10:11:00,6,4915,218,1,41.08,5,PMT00014575,UPI,Online,Completed,39.03,INR
14576,2025-06-05T01:08:00,10,4313,166,1,55.79,0,PMT00014576,UPI,Online,Completed,55.79,INR
14577,2025-08-14T08:22:00,1,4243,230,1,27.33,0,PMT00014577,WALLET,POS,Completed,27.33,INR
14578,2025-05-04T07:32:00,2,1911,135,1,82.68,0,PMT00014578,UPI,POS,Completed,82.68,INR
14579,2025-05-04T22:59:00,2,5370,38,2,52.47,0,PMT00014579,UPI,Online,Completed,104.94,INR
14580,2025-07-24T08:01:00,4,1676,197,1,62.66,5,PMT00014580,CARD,POS,Completed,59.53,INR
14581,2025-07-01T12:08:00,5,3455,231,1,87.07,5,PMT00014581,CARD,POS,Completed,82.72,INR
14582,2025-04-11T07:30:00,11,4486,47,1,25.62,10,PMT00014582,CARD,POS,Completed,23.06,INR
14583,2025-08-02T16:32:00,11,865,219,5,53.94,5,PMT00014583,CASH,POS,Completed,256.2,INR
14584,2025-04-15T19:54:00,9,3255,189,1,53.07,0,PMT00014584,CARD,POS,Completed,53.07,INR
14585,2025-06-30T06:56:00,3,844,48,1,70.34,0,PMT00014585,CARD,Online,Completed,70.34,INR
14586,2025-07-21T11:56:00,11,3735,141,2,67.73,0,PMT00014586,UPI,POS,Completed,135.46,INR
14587,2025-07-02T06:03:00,7,1737,74,2,58.51,0,PMT00014587,UPI,Online,Refunded,117.02,INR
14588,2025-05-24T05:30:00,9,4937,112,1,76.65,10,PMT00014588,CARD,Online,Completed,68.99,INR
14589,2025-04-09T04:48:00,11,3832,193,5,19.46,20,PMT00014589,UPI,POS,Pending,77.85,INR
14590,2025-06-19T14:42:00,7,5151,108,2,35.47,0,PMT00014590,CARD,Online,Completed,70.94,INR
14591,2025-08-08T07:00:00,10,5817,204,1,54.92,0,PMT00014591,CARD,POS,Completed,54.92,INR
14592,2025-07-31T01:07:00,5,1585,250,2,53.36,10,PMT00014592,CARD,Online,Completed,96.04,INR
14593,2025-08-15T21:00:00,10,3642,57,1,63.49,0,PMT00014593,CARD,POS,Completed,63.49,INR
14594,2025-06-29T05:18:00,3,5761,135,1,82.68,0,PMT00014594,CARD,POS,Completed,82.68,INR
14595,2025-06-18T01:35:00,1,1541,59,1,23.12,0,PMT00014595,UPI,Online,Cancelled,23.12,INR
14596,2025-07-17T08:03:00,6,1094,190,1,117.74,10,PMT00014596,CARD,Online,Refunded,105.97,INR
14597,2025-07-14T02:27:00,6,1465,142,1,49.79,10,PMT00014597,CASH,POS,Completed,44.81,INR
14598,2025-08-10T16:21:00,8,3528,203,2,15.88,10,PMT00014598,CARD,POS,Completed,28.58,INR
14599,2025-04-14T03:02:00,10,5671,96,1,94.66,5,PMT00014599,UPI,POS,Completed,89.93,INR
14600,2025-04-08T11:26:00,8,4774,52,2,108.43,0,PMT00014600,CASH,Online,Completed,216.86,INR
14601,2025-07-06T16:32:00,1,3689,32,3,43.33,0,PMT00014601,CARD,POS,Completed,129.99,INR
14602,2025-06-08T06:18:00,1,1154,183,1,74.47,0,PMT00014602,UPI,POS,Completed,74.47,INR
14603,2025-06-06T11:18:00,2,5872,139,5,92.33,0,PMT00014603,CARD,Online,Completed,461.65,INR
14604,2025-08-02T21:02:00,9,2657,127,2,61.74,0,PMT00014604,CARD,Online,Completed,123.48,INR
14605,2025-07-27T21:19:00,11,4723,158,1,106.89,0,PMT00014605,CARD,POS,Completed,106.89,INR
14606,2025-07-16T11:39:00,6,1833,115,1,46.54,0,PMT00014606,UPI,Online,Completed,46.54,INR
14607,2025-05-10T07:22:00,11,645,93,1,134.27,0,PMT00014607,CARD,Online,Completed,134.27,INR
14608,2025-04-23T21:38:00,1,200,70,5,50.99,0,PMT00014608,WALLET,Online,Completed,254.95,INR
14609,2025-08-03T03:36:00,11,4430,151,3,49.68,0,PMT00014609,CARD,POS,Completed,149.04,INR
14610,2025-07-21T03:18:00,4,1044,250,2,53.36,0,PMT00014610,CARD,POS,Completed,106.72,INR
14611,2025-05-07T05:53:00,10,3813,176,1,26.16,5,PMT00014611,CASH,POS,Completed,24.85,INR
14612,2025-06-01T09:46:00,8,5284,195,1,36.23,10,PMT00014612,WALLET,POS,Completed,32.61,INR
14613,2025-08-07T10:08:00,12,1122,190,1,117.74,0,PMT00014613,UPI,POS,Completed,117.74,INR
14614,2025-08-07T04:57:00,4,216,39,1,47.29,5,PMT00014614,CARD,POS,Pending,44.93,INR
14615,2025-07-10T17:22:00,1,5892,190,3,117.74,20,PMT00014615,CARD,POS,Completed,282.57,INR
14616,2025-06-26T08:22:00,7,1135,204,1,54.92,0,PMT00014616,CASH,POS,Completed,54.92,INR
14617,2025-04-14T03:01:00,4,2085,117,1,108.34,5,PMT00014617,UPI,POS,Completed,102.92,INR
14618,2025-05-23T00:25:00,4,999,209,1,6.49,0,PMT00014618,CASH,POS,Completed,6.49,INR
14619,2025-05-19T10:54:00,7,3138,229,1,45.0,0,PMT00014619,UPI,POS,Completed,45.0,INR
14620,2025-04-04T01:01:00,6,605,161,1,77.31,0,PMT00014620,UPI,POS,Completed,77.31,INR
14621,2025-06-14T08:33:00,4,1916,137,1,69.72,5,PMT00014621,UPI,Online,Cancelled,66.23,INR
14622,2025-04-24T13:31:00,1,5925,92,1,86.9,10,PMT00014622,CARD,Online,Completed,78.21,INR
14623,2025-05-26T18:54:00,8,4635,184,1,64.16,0,PMT00014623,CARD,POS,Completed,64.16,INR
14624,2025-08-13T22:23:00,3,5655,147,3,20.79,0,PMT00014624,CASH,Online,Cancelled,62.37,INR
14625,2025-04-12T10:41:00,4,3384,246,1,128.52,15,PMT00014625,WALLET,POS,Completed,109.24,INR
14626,2025-07-05T16:22:00,11,1734,231,1,87.07,0,PMT00014626,WALLET,POS,Completed,87.07,INR
14627,2025-05-22T05:23:00,8,1185,46,1,38.52,0,PMT00014627,CASH,Online,Completed,38.52,INR
14628,2025-08-17T16:03:00,9,1532,1,1,61.63,0,PMT00014628,UPI,Online,Returned,61.63,INR
14629,2025-05-08T07:38:00,5,1298,53,3,62.28,10,PMT00014629,CARD,Online,Completed,168.15,INR
14630,2025-07-21T03:50:00,11,2022,243,4,26.64,0,PMT00014630,CASH,POS,Completed,106.56,INR
14631,2025-06-05T06:33:00,2,3294,53,1,62.28,0,PMT00014631,CARD,POS,Completed,62.28,INR
14632,2025-04-10T11:42:00,10,1196,213,5,101.29,0,PMT00014632,UPI,POS,Completed,506.45,INR
14633,2025-04-12T21:55:00,10,3133,44,1,161.63,5,PMT00014633,CARD,Online,Completed,153.55,INR
14634,2025-08-01T08:34:00,11,4384,238,1,60.98,10,PMT00014634,WALLET,POS,Completed,54.88,INR
14635,2025-05-03T19:06:00,7,3649,148,3,138.3,0,PMT00014635,WALLET,POS,Completed,414.9,INR
14636,2025-07-31T11:27:00,5,1799,107,1,63.05,0,PMT00014636,CARD,POS,Completed,63.05,INR
14637,2025-06-25T04:36:00,12,526,101,2,115.61,15,PMT00014637,UPI,POS,Completed,196.54,INR
14638,2025-07-19T00:54:00,1,3317,57,1,63.49,10,PMT00014638,UPI,POS,Completed,57.14,INR
14639,2025-05-07T02:07:00,2,2501,110,1,86.17,5,PMT00014639,CARD,Online,Cancelled,81.86,INR
14640,2025-05-21T18:10:00,6,897,8,4,44.36,0,PMT00014640,CARD,POS,Completed,177.44,INR
14641,2025-08-06T19:54:00,7,3213,82,1,45.97,5,PMT00014641,WALLET,Online,Completed,43.67,INR
14642,2025-04-24T11:00:00,2,3129,234,1,118.63,0,PMT00014642,UPI,POS,Completed,118.63,INR
14643,2025-04-23T10:04:00,4,2921,155,1,25.51,5,PMT00014643,CARD,Online,Completed,24.23,INR
14644,2025-06-18T20:42:00,1,622,36,3,67.65,0,PMT00014644,UPI,Online,Pending,202.95,INR
14645,2025-06-24T05:56:00,3,4437,186,1,60.26,0,PMT00014645,UPI,POS,Completed,60.26,INR
14646,2025-06-07T00:38:00,4,3154,38,1,52.47,0,PMT00014646,CARD,Online,Completed,52.47,INR
14647,2025-07-09T00:55:00,1,3867,137,1,69.72,10,PMT00014647,WALLET,Online,Completed,62.75,INR
14648,2025-06-02T04:24:00,11,3174,140,1,167.53,10,PMT00014648,UPI,POS,Completed,150.78,INR
14649,2025-05-30T16:05:00,5,5946,25,1,56.23,0,PMT00014649,UPI,Online,Completed,56.23,INR
14650,2025-07-11T16:23:00,12,664,183,2,74.47,5,PMT00014650,CARD,POS,Completed,141.5,INR
14651,2025-06-07T01:02:00,7,1782,55,4,61.94,5,PMT00014651,CARD,Online,Completed,235.36,INR
14652,2025-05-26T05:44:00,4,4756,83,1,79.03,10,PMT00014652,CARD,POS,Completed,71.13,INR
14653,2025-04-01T21:30:00,2,3294,59,3,23.12,15,PMT00014653,WALLET,Online,Cancelled,58.95,INR
14654,2025-04-20T16:12:00,7,4126,8,1,44.36,0,PMT00014654,CARD,Online,Completed,44.36,INR
14655,2025-05-10T09:11:00,8,4273,135,1,82.68,0,PMT00014655,UPI,Online,Completed,82.68,INR
14656,2025-06-01T09:34:00,12,919,222,1,82.68,0,PMT00014656,CARD,Online,Completed,82.68,INR
14657,2025-05-30T19:53:00,11,3958,114,1,57.26,0,PMT00014657,CARD,POS,Completed,57.26,INR
14658,2025-06-08T18:56:00,11,1410,33,1,53.5,0,PMT00014658,CARD,POS,Completed,53.5,INR
14659,2025-05-06T09:50:00,8,4235,2,1,12.07,10,PMT00014659,CARD,Online,Completed,10.86,INR
14660,2025-06-25T09:23:00,1,582,70,2,50.99,10,PMT00014660,UPI,Online,Completed,91.78,INR
14661,2025-04-01T11:51:00,1,4140,133,1,53.18,0,PMT00014661,CARD,POS,Cancelled,53.18,INR
14662,2025-05-30T12:44:00,8,2406,111,1,84.53,0,PMT00014662,UPI,Online,Completed,84.53,INR
14663,2025-06-22T06:56:00,9,1963,51,1,61.11,0,PMT00014663,CARD,Online,Completed,61.11,INR
14664,2025-08-12T13:50:00,2,4415,112,1,76.65,5,PMT00014664,CARD,Online,Cancelled,72.82,INR
14665,2025-05-16T14:31:00,12,1533,66,1,116.28,0,PMT00014665,CARD,Online,Completed,116.28,INR
14666,2025-06-02T09:08:00,7,4161,128,1,38.43,0,PMT00014666,CARD,Online,Completed,38.43,INR
14667,2025-07-25T23:11:00,5,3748,198,1,51.71,0,PMT00014667,CASH,POS,Completed,51.71,INR
14668,2025-08-10T21:31:00,11,4867,1,2,61.63,15,PMT00014668,UPI,POS,Completed,104.78,INR
14669,2025-06-15T01:30:00,4,445,247,3,51.58,15,PMT00014669,UPI,Online,Completed,131.52,INR
14670,2025-08-10T02:16:00,7,178,133,1,53.18,0,PMT00014670,UPI,POS,Completed,53.18,INR
14671,2025-06-07T00:38:00,4,454,222,1,82.68,5,PMT00014671,CASH,Online,Completed,78.55,INR
14672,2025-08-11T22:41:00,3,3197,157,1,17.28,0,PMT00014672,CASH,Online,Refunded,17.28,INR
14673,2025-08-07T20:41:00,12,674,19,1,64.9,0,PMT00014673,UPI,Online,Completed,64.9,INR
14674,2025-08-01T19:45:00,6,3397,51,1,61.11,0,PMT00014674,WALLET,POS,Completed,61.11,INR
14675,2025-08-01T00:56:00,3,4636,192,2,47.36,10,PMT00014675,CARD,POS,Completed,85.24,INR
14676,2025-07-07T06:45:00,8,5153,117,1,108.34,0,PMT00014676,UPI,POS,Cancelled,108.34,INR
14677,2025-07-13T10:23:00,1,4029,7,1,36.02,10,PMT00014677,CASH,POS,Completed,32.42,INR
14678,2025-04-01T13:41:00,2,173,135,1,82.68,10,PMT00014678,CARD,POS,Refunded,74.41,INR
14679,2025-04-26T11:47:00,5,4091,26,1,44.15,0,PMT00014679,UPI,POS,Completed,44.15,INR
14680,2025-05-10T00:27:00,5,5088,109,1,36.31,0,PMT00014680,CARD,Online,Completed,36.31,INR
14681,2025-06-19T12:06:00,11,34,150,1,39.43,10,PMT00014681,CARD,POS,Completed,35.49,INR
14682,2025-07-25T05:18:00,11,2110,114,1,57.26,10,PMT00014682,CARD,POS,Completed,51.53,INR
14683,2025-05-28T16:05:00,3,1132,72,4,86.48,0,PMT00014683,CARD,POS,Pending,345.92,INR
14684,2025-05-14T04:16:00,7,3772,112,1,76.65,0,PMT00014684,CARD,POS,Completed,76.65,INR
14685,2025-05-02T19:31:00,8,338,28,1,38.13,0,PMT00014685,CARD,POS,Completed,38.13,INR
14686,2025-04-01T08:55:00,1,3382,235,1,179.73,0,PMT00014686,CARD,Online,Completed,179.73,INR
14687,2025-05-25T20:16:00,8,3536,87,1,54.84,0,PMT00014687,CASH,Online,Completed,54.84,INR
14688,2025-06-18T01:45:00,4,2069,229,2,45.0,0,PMT00014688,UPI,POS,Completed,90.0,INR
14689,2025-06-10T23:16:00,10,4585,135,1,82.68,15,PMT00014689,CASH,Online,Completed,70.28,INR
14690,2025-05-16T07:06:00,4,4585,38,2,52.47,15,PMT00014690,UPI,Online,Completed,89.2,INR
14691,2025-05-29T22:51:00,2,5247,223,1,65.17,20,PMT00014691,CARD,POS,Completed,52.14,INR
14692,2025-07-29T03:41:00,7,1505,123,1,52.93,10,PMT00014692,CARD,POS,Refunded,47.64,INR
14693,2025-07-31T18:08:00,6,5584,9,1,84.96,0,PMT00014693,UPI,POS,Completed,84.96,INR
14694,2025-05-22T12:35:00,3,4504,200,1,82.0,10,PMT00014694,CARD,Online,Completed,73.8,INR
14695,2025-05-21T03:15:00,7,1759,181,1,17.57,10,PMT00014695,UPI,POS,Completed,15.81,INR
14696,2025-04-19T08:31:00,9,4,155,2,25.51,0,PMT00014696,CARD,POS,Completed,51.02,INR
14697,2025-06-26T12:01:00,8,808,100,1,22.08,15,PMT00014697,UPI,Online,Completed,18.77,INR
14698,2025-07-10T11:55:00,2,3518,236,1,57.67,0,PMT00014698,CARD,Online,Pending,57.67,INR
14699,2025-06-14T16:24:00,12,3228,165,1,118.99,0,PMT00014699,CARD,Online,Completed,118.99,INR
14700,2025-05-23T08:46:00,8,5673,56,1,65.47,10,PMT00014700,CARD,POS,Completed,58.92,INR
14701,2025-07-14T18:16:00,11,3678,37,1,12.01,0,PMT00014701,UPI,POS,Pending,12.01,INR
14702,2025-05-14T05:02:00,3,5738,57,1,63.49,5,PMT00014702,UPI,POS,Completed,60.32,INR
14703,2025-06-29T14:48:00,9,1320,110,1,86.17,0,PMT00014703,UPI,POS,Completed,86.17,INR
14704,2025-08-15T14:42:00,8,725,42,1,81.85,5,PMT00014704,CARD,POS,Completed,77.76,INR
14705,2025-07-15T18:10:00,3,2475,182,2,111.59,5,PMT00014705,CARD,Online,Completed,212.02,INR
14706,2025-04-11T08:07:00,10,3967,41,1,100.04,0,PMT00014706,CARD,POS,Completed,100.04,INR
14707,2025-07-25T23:07:00,1,645,87,1,54.84,0,PMT00014707,CASH,POS,Completed,54.84,INR
14708,2025-06-30T02:55:00,8,237,175,1,49.91,10,PMT00014708,UPI,POS,Refunded,44.92,INR
14709,2025-04-03T08:22:00,3,952,194,1,73.91,0,PMT00014709,CARD,Online,Completed,73.91,INR
14710,2025-05-26T23:16:00,1,171,193,1,19.46,0,PMT00014710,CARD,POS,Completed,19.46,INR
14711,2025-07-20T06:01:00,12,3411,19,1,64.9,0,PMT00014711,CARD,POS,Completed,64.9,INR
14712,2025-08-10T10:35:00,2,5369,134,1,106.55,0,PMT00014712,CARD,POS,Completed,106.55,INR
14713,2025-07-24T19:18:00,9,3594,208,1,36.62,0,PMT00014713,CARD,POS,Completed,36.62,INR
14714,2025-05-31T08:48:00,12,5003,151,1,49.68,0,PMT00014714,CASH,POS,Cancelled,49.68,INR
14715,2025-08-09T06:09:00,6,1992,19,1,64.9,10,PMT00014715,CASH,POS,Completed,58.41,INR
14716,2025-04-23T19:21:00,5,1485,36,1,67.65,0,PMT00014716,UPI,POS,Completed,67.65,INR
14717,2025-04-10T22:20:00,5,1154,40,1,63.8,0,PMT00014717,CASH,POS,Completed,63.8,INR
14718,2025-05-29T23:59:00,5,4782,74,1,58.51,0,PMT00014718,CARD,POS,Completed,58.51,INR
14719,2025-07-06T22:42:00,12,42,190,1,117.74,5,PMT00014719,WALLET,POS,Completed,111.85,INR
14720,2025-07-16T07:41:00,4,5343,109,1,36.31,10,PMT00014720,UPI,POS,Completed,32.68,INR
14721,2025-04-06T14:07:00,3,3607,165,2,118.99,10,PMT00014721,CARD,Online,Completed,214.18,INR
14722,2025-07-17T20:45:00,6,957,43,1,74.89,0,PMT00014722,CARD,Online,Completed,74.89,INR
14723,2025-04-22T01:15:00,5,5794,16,1,41.72,0,PMT00014723,CARD,POS,Completed,41.72,INR
14724,2025-04-10T13:18:00,5,528,214,1,62.08,0,PMT00014724,CARD,POS,Completed,62.08,INR
14725,2025-04-10T00:05:00,11,1837,12,1,59.13,15,PMT00014725,CARD,POS,Completed,50.26,INR
14726,2025-07-27T04:26:00,1,1490,235,1,179.73,0,PMT00014726,WALLET,POS,Completed,179.73,INR
14727,2025-04-06T18:03:00,10,5286,78,1,71.93,20,PMT00014727,CARD,POS,Completed,57.54,INR
14728,2025-07-06T03:41:00,2,4070,213,1,101.29,0,PMT00014728,CARD,POS,Completed,101.29,INR
14729,2025-07-21T14:59:00,4,2536,200,2,82.0,0,PMT00014729,CARD,Online,Completed,164.0,INR
14730,2025-05-12T02:36:00,12,1946,133,1,53.18,5,PMT00014730,CARD,POS,Completed,50.52,INR
14731,2025-08-11T18:11:00,1,4582,139,1,92.33,10,PMT00014731,WALLET,POS,Completed,83.1,INR
14732,2025-05-09T22:07:00,8,4912,209,3,6.49,5,PMT00014732,WALLET,Online,Completed,18.51,INR
14733,2025-04-22T17:30:00,12,5554,101,1,115.61,15,PMT00014733,UPI,POS,Completed,98.27,INR
14734,2025-04-16T16:56:00,8,3844,137,1,69.72,0,PMT00014734,CASH,Online,Completed,69.72,INR
14735,2025-08-13T20:50:00,9,2406,11,1,81.27,0,PMT00014735,UPI,Online,Completed,81.27,INR
14736,2025-04-19T11:03:00,8,761,107,1,63.05,0,PMT00014736,WALLET,Online,Completed,63.05,INR
14737,2025-06-06T18:19:00,11,5063,157,1,17.28,15,PMT00014737,CASH,Online,Completed,14.69,INR
14738,2025-04-12T08:19:00,7,3857,155,1,25.51,0,PMT00014738,CASH,POS,Completed,25.51,INR
14739,2025-06-18T00:52:00,3,1454,139,1,92.33,5,PMT00014739,CARD,POS,Completed,87.71,INR
14740,2025-08-05T20:48:00,10,5625,75,2,65.89,0,PMT00014740,WALLET,POS,Completed,131.78,INR
14741,2025-08-06T18:40:00,3,2501,133,1,53.18,0,PMT00014741,CARD,POS,Completed,53.18,INR
14742,2025-07-13T13:30:00,8,3349,233,1,13.78,0,PMT00014742,CARD,POS,Completed,13.78,INR
14743,2025-05-13T08:16:00,8,100,33,2,53.5,0,PMT00014743,CARD,Online,Completed,107.0,INR
14744,2025-08-06T21:45:00,11,2580,186,5,60.26,15,PMT00014744,WALLET,Online,Completed,256.1,INR
14745,2025-05-28T07:59:00,1,2701,189,1,53.07,0,PMT00014745,CARD,POS,Completed,53.07,INR
14746,2025-04-16T09:31:00,12,2117,233,3,13.78,5,PMT00014746,WALLET,POS,Completed,39.27,INR
14747,2025-04-04T23:27:00,9,3703,238,2,60.98,0,PMT00014747,UPI,POS,Completed,121.96,INR
14748,2025-04-05T09:41:00,5,4528,94,4,67.68,5,PMT00014748,UPI,POS,Pending,257.2,INR
14749,2025-05-26T12:28:00,2,2668,28,1,38.13,0,PMT00014749,UPI,POS,Completed,38.13,INR
14750,2025-05-01T13:05:00,2,3686,124,1,29.07,5,PMT00014750,CARD,Online,Refunded,27.62,INR
14751,2025-07-07T00:41:00,6,5370,183,1,74.47,0,PMT00014751,CASH,POS,Returned,74.47,INR
14752,2025-04-14T09:33:00,4,2657,54,1,83.16,0,PMT00014752,CARD,POS,Completed,83.16,INR
14753,2025-07-09T18:18:00,12,4730,77,1,71.98,0,PMT00014753,CARD,POS,Completed,71.98,INR
14754,2025-08-12T16:15:00,12,673,27,1,117.63,0,PMT00014754,CARD,POS,Completed,117.63,INR
14755,2025-04-29T14:07:00,1,2053,117,1,108.34,0,PMT00014755,UPI,POS,Completed,108.34,INR
14756,2025-05-23T19:11:00,4,3136,249,1,72.05,15,PMT00014756,CARD,POS,Completed,61.24,INR
14757,2025-05-03T23:22:00,12,3362,24,1,120.99,5,PMT00014757,CARD,POS,Completed,114.94,INR
14758,2025-06-28T22:15:00,6,1930,172,1,28.15,15,PMT00014758,CASH,POS,Completed,23.93,INR
14759,2025-07-27T10:08:00,5,4918,51,1,61.11,0,PMT00014759,CASH,Online,Completed,61.11,INR
14760,2025-06-24T16:09:00,9,3189,10,1,22.57,5,PMT00014760,WALLET,POS,Completed,21.44,INR
14761,2025-06-22T04:51:00,3,4235,99,1,45.5,10,PMT00014761,UPI,Online,Completed,40.95,INR
14762,2025-05-11T22:39:00,6,3373,12,2,59.13,10,PMT00014762,UPI,Online,Cancelled,106.44,INR
14763,2025-07-30T17:24:00,7,4690,116,1,97.87,0,PMT00014763,WALLET,Online,Completed,97.87,INR
14764,2025-04-12T07:02:00,11,2419,161,1,77.31,0,PMT00014764,CARD,POS,Completed,77.31,INR
14765,2025-05-26T12:31:00,10,995,206,2,22.75,0,PMT00014765,UPI,POS,Completed,45.5,INR
14766,2025-07-20T15:23:00,5,2216,115,2,46.54,0,PMT00014766,CARD,POS,Completed,93.08,INR
14767,2025-05-19T06:27:00,9,5254,91,1,71.58,0,PMT00014767,UPI,Online,Completed,71.58,INR
14768,2025-07-22T07:39:00,1,5702,13,2,18.15,0,PMT00014768,CARD,POS,Completed,36.3,INR
14769,2025-04-04T12:43:00,11,157,52,1,108.43,0,PMT00014769,CASH,Online,Completed,108.43,INR
14770,2025-08-06T21:46:00,3,5109,63,1,29.24,15,PMT00014770,CARD,POS,Completed,24.85,INR
14771,2025-06-23T06:04:00,8,2766,91,4,71.58,10,PMT00014771,CARD,POS,Completed,257.68,INR
14772,2025-05-13T09:14:00,10,5821,132,2,44.06,20,PMT00014772,UPI,POS,Completed,70.5,INR
14773,2025-05-26T07:13:00,7,1632,156,2,48.82,0,PMT00014773,UPI,Online,Returned,97.64,INR
14774,2025-04-14T17:05:00,7,3202,56,1,65.47,0,PMT00014774,UPI,Online,Completed,65.47,INR
14775,2025-06-17T01:24:00,3,1374,27,1,117.63,5,PMT00014775,CARD,POS,Completed,111.75,INR
14776,2025-07-18T02:52:00,11,4109,131,1,111.23,0,PMT00014776,CARD,POS,Completed,111.23,INR
