PaymentID,OrderID,Amount,Currency,Method,Gateway,Status,AuthCode,FraudScore
PMT00012335,12335,380.3,INR,UPI,Cashdesk,Captured,XHS6CPS5,0.174
PMT00012336,12336,77.9,INR,CASH,Stripe,Captured,9IY321A5,0.131
PMT00012337,12337,70.64,INR,CARD,Razorpay,Captured,WO6H8CCV,0.083
PMT00012338,12338,102.97,INR,CARD,Cashdesk,Captured,WK5QK7WU,0.127
PMT00012339,12339,56.23,INR,CARD,PayU,Captured,RWEXDPYR,0.054
PMT00012340,12340,43.42,INR,CARD,Razorpay,Captured,MBTO1CGF,0.111
PMT00012341,12341,72.82,INR,CASH,Razorpay,Captured,GUYZ5IPH,0.122
PMT00012342,12342,27.1,INR,CASH,PayU,Captured,IP0IYRAF,0.042
PMT00012343,12343,72.04,INR,UPI,Stripe,Captured,YUMO5JGI,0.131
PMT00012344,12344,94.59,INR,CASH,Stripe,Captured,NHGBJ8OF,0.075
PMT00012345,12345,62.66,INR,UPI,Stripe,Pending,DT5F7MJQ,0.054
PMT00012346,12346,57.26,INR,CARD,Cashdesk,Captured,HVVS1NTB,0.023
PMT00012347,12347,42.8,INR,CARD,Cashdesk,Captured,CF7QD0DZ,0.075
PMT00012348,12348,38.69,INR,CARD,PayU,Captured,EUKC8UQN,0.095
PMT00012349,12349,57.26,INR,CARD,PayU,Captured,5PNNOJUM,0.055
PMT00012350,12350,72.82,INR,UPI,Stripe,Captured,29ATP9PX,0.019
PMT00012351,12351,74.89,INR,UPI,Stripe,Captured,ED641A4X,0.02
PMT00012352,12352,128.96,INR,UPI,PayU,Captured,ZUDJ9957,0.019
PMT00012353,12353,101.55,INR,UPI,Cashdesk,Captured,YR78TANY,0.081
PMT00012354,12354,25.59,INR,UPI,PayU,Captured,L3G2YUHH,0.075
PMT00012355,12355,29.34,INR,CARD,PayU,Captured,Y4HIAS6L,0.096
PMT00012356,12356,36.23,INR,UPI,Stripe,Captured,3DMOMWNC,0.261
PMT00012357,12357,122.09,INR,UPI,Cashdesk,Captured,0VLCRTK6,0.035
PMT00012358,12358,92.0,INR,CARD,PayU,Pending,8ZG0DHOJ,0.069
PMT00012359,12359,174.4,INR,CARD,Razorpay,Captured,8J7MLG8U,0.015
PMT00012360,12360,23.12,INR,UPI,Cashdesk,Captured,F0T44X4I,0.088
PMT00012361,12361,50.26,INR,CARD,Razorpay,Captured,ZJF99M9U,0.04
PMT00012362,12362,53.42,INR,CARD,Stripe,Captured,5032UJUU,0.085
PMT00012363,12363,134.27,INR,CARD,Stripe,Captured,RGFFTLPR,0.141
PMT00012364,12364,101.87,INR,WALLET,Razorpay,Captured,0PM2V1RC,0.066
PMT00012365,12365,36.02,INR,WALLET,Cashdesk,Captured,TI0JMRZB,0.033
PMT00012366,12366,62.08,INR,CARD,Razorpay,Captured,88NH106L,0.023
PMT00012367,12367,16.96,INR,WALLET,Cashdesk,Captured,CGR6YUAX,0.038
PMT00012368,12368,352.32,INR,UPI,PayU,Pending,R5DWUSM8,0.129
PMT00012369,12369,76.46,INR,CARD,Cashdesk,Captured,XNK3RSWL,0.217
PMT00012370,12370,31.87,INR,CASH,PayU,Captured,HE0P4AXH,0.106
PMT00012371,12371,83.1,INR,UPI,Cashdesk,Captured,WN2OLLJL,0.065
PMT00012372,12372,116.28,INR,CARD,Cashdesk,Captured,3TVOVO2J,0.048
PMT00012373,12373,83.34,INR,CARD,Cashdesk,Pending,7P3MMSCI,0.056
PMT00012374,12374,78.36,INR,CASH,Razorpay,Captured,2SJRQVV0,0.046
PMT00012375,12375,16.35,INR,CARD,Cashdesk,Captured,QJMEA4RH,0.04
PMT00012376,12376,41.37,INR,UPI,PayU,Captured,GOFB1UGA,0.078
PMT00012377,12377,15.28,INR,CARD,PayU,Captured,9QAP8YBV,0.16
PMT00012378,12378,192.6,INR,CARD,Razorpay,Captured,FUY9D3ZA,0.013
PMT00012379,12379,59.9,INR,UPI,PayU,Captured,SRWV9DOR,0.059
PMT00012380,12380,39.69,INR,CARD,Stripe,Captured,7VR8XIJZ,0.183
PMT00012381,12381,115.61,INR,CARD,Razorpay,Captured,U9F6IP0E,0.124
PMT00012382,12382,70.64,INR,CARD,Stripe,Captured,2RHH9NLT,0.117
PMT00012383,12383,45.48,INR,UPI,Razorpay,Captured,KT5B1YM2,0.035
PMT00012384,12384,57.26,INR,UPI,Stripe,Captured,L8RQ9WZ8,0.042
PMT00012385,12385,74.89,INR,CASH,Razorpay,Captured,Y8T8X70F,0.088
PMT00012386,12386,69.58,INR,UPI,PayU,Captured,GQKZ2C1Y,0.102
PMT00012387,12387,15.09,INR,CARD,Razorpay,Pending,066KQBTP,0.132
PMT00012388,12388,65.89,INR,CARD,Razorpay,Captured,6MDKFGSW,0.085
PMT00012389,12389,24.8,INR,WALLET,PayU,Pending,D5B5PRNU,0.068
PMT00012390,12390,50.99,INR,CARD,PayU,Captured,7EM739LJ,0.113
PMT00012391,12391,48.02,INR,UPI,Razorpay,Captured,JP4XI5UI,0.123
PMT00012392,12392,55.17,INR,UPI,Razorpay,Pending,7X4SPU4V,0.138
PMT00012393,12393,45.5,INR,UPI,Razorpay,Pending,KV4KC9Q8,0.046
PMT00012394,12394,32.58,INR,UPI,Cashdesk,Captured,5Y5AYGGR,0.194
PMT00012395,12395,56.65,INR,CARD,Razorpay,Captured,WRC6KBMR,0.042
PMT00012396,12396,82.1,INR,UPI,Stripe,Captured,4B42JFJB,0.14
PMT00012397,12397,43.51,INR,UPI,Stripe,Pending,8KHGLMSP,0.124
PMT00012398,12398,43.33,INR,WALLET,Stripe,Captured,YSQK163M,0.086
PMT00012399,12399,144.1,INR,UPI,Cashdesk,Captured,TQ06WQ90,0.383
PMT00012400,12400,40.73,INR,UPI,Cashdesk,Captured,M4J9JPUV,0.166
PMT00012401,12401,21.07,INR,CARD,Razorpay,Captured,OJPPFGLW,0.101
PMT00012402,12402,18.27,INR,UPI,Razorpay,Captured,ADHDCZE4,0.055
PMT00012403,12403,253.24,INR,CASH,Razorpay,Captured,CDYFDYZR,0.268
PMT00012404,12404,141.07,INR,CARD,PayU,Captured,Y0POYSJA,0.193
PMT00012405,12405,29.13,INR,CARD,Razorpay,Captured,EV5WFTGD,0.094
PMT00012406,12406,72.05,INR,CARD,Stripe,Captured,ZCKOE7QR,0.072
PMT00012407,12407,15.43,INR,CARD,Stripe,Captured,QMWSVC7I,0.157
PMT00012408,12408,82.84,INR,CARD,Cashdesk,Captured,A0JU2318,0.105
PMT00012409,12409,36.63,INR,CARD,Razorpay,Captured,8WKPAERZ,0.029
PMT00012410,12410,31.87,INR,UPI,Razorpay,Pending,MF78B68F,0.086
PMT00012411,12411,58.65,INR,CASH,PayU,Captured,V7URCPM8,0.075
PMT00012412,12412,96.78,INR,UPI,Cashdesk,Captured,PD6YR3VX,0.094
PMT00012413,12413,59.13,INR,CARD,Razorpay,Captured,UJWG2MVJ,0.024
PMT00012414,12414,22.57,INR,CARD,Stripe,Captured,EX3BIHBX,0.017
PMT00012415,12415,15.49,INR,CARD,PayU,Captured,T42CPQ0R,0.114
PMT00012416,12416,17.57,INR,CARD,Cashdesk,Captured,SETT9MHR,0.148
PMT00012417,12417,92.0,INR,CASH,Stripe,Captured,Q41GYNMA,0.08
PMT00012418,12418,56.26,INR,CASH,Cashdesk,Captured,I75BIIO6,0.112
PMT00012419,12419,114.52,INR,UPI,Stripe,Captured,GPF4LXG0,0.055
PMT00012420,12420,171.15,INR,UPI,Cashdesk,Captured,3YE1O4KR,0.147
PMT00012421,12421,71.98,INR,CARD,Razorpay,Captured,9AIQVIJ7,0.037
PMT00012422,12422,111.28,INR,CARD,Cashdesk,Captured,NKY3YMGD,0.017
PMT00012423,12423,203.19,INR,CARD,PayU,Captured,ZAGI1VTZ,0.123
PMT00012424,12424,88.74,INR,CARD,Stripe,Captured,8I8LXS3I,0.097
PMT00012425,12425,34.45,INR,UPI,PayU,Pending,8C8Y1FW9,0.134
PMT00012426,12426,82.56,INR,CASH,Razorpay,Captured,8CIWRZNH,0.131
PMT00012427,12427,69.84,INR,CASH,Cashdesk,Captured,KMQ0DLPH,0.092
PMT00012428,12428,37.46,INR,CARD,Cashdesk,Captured,W1KV8H3H,0.07
PMT00012429,12429,263.25,INR,CARD,Cashdesk,Pending,AP14X5HY,0.051
PMT00012430,12430,22.69,INR,UPI,Stripe,Captured,OSWJUUY4,0.097
PMT00012431,12431,70.0,INR,CARD,Razorpay,Captured,MCA3EV35,0.188
PMT00012432,12432,53.36,INR,CARD,Cashdesk,Captured,O4JT54U0,0.017
PMT00012433,12433,55.87,INR,CARD,Cashdesk,Captured,2ZHZ35P3,0.18
PMT00012434,12434,89.9,INR,UPI,Stripe,Captured,FJ8PFZ6D,0.073
PMT00012435,12435,111.68,INR,UPI,Stripe,Captured,BG8FP1W2,0.094
PMT00012436,12436,131.43,INR,CARD,Cashdesk,Captured,RTQTMGK4,0.216
PMT00012437,12437,61.94,INR,UPI,PayU,Captured,38GGUG04,0.188
PMT00012438,12438,15.88,INR,CARD,PayU,Captured,0JQ84Q8X,0.067
PMT00012439,12439,43.87,INR,WALLET,PayU,Captured,D8Y0ZK05,0.18
PMT00012440,12440,34.45,INR,CASH,Razorpay,Captured,FXLNQ36C,0.178
PMT00012441,12441,41.23,INR,CASH,Cashdesk,Captured,550M7JLR,0.097
PMT00012442,12442,303.87,INR,CASH,Razorpay,Captured,CGO4C9HX,0.041
PMT00012443,12443,266.94,INR,CARD,Razorpay,Captured,2FWCHENL,0.269
PMT00012444,12444,78.55,INR,UPI,Cashdesk,Captured,8LFKV9ZW,0.001
PMT00012445,12445,101.86,INR,CASH,Razorpay,Captured,0S6OXAJN,0.166
PMT00012446,12446,38.13,INR,UPI,PayU,Captured,VFSN08S0,0.038
PMT00012447,12447,61.57,INR,CARD,Razorpay,Captured,C078LDF8,0.179
PMT00012448,12448,39.69,INR,CARD,Cashdesk,Captured,XD3YFLWI,0.067
PMT00012449,12449,48.02,INR,WALLET,Cashdesk,Captured,5UY20ES3,0.08
PMT00012450,12450,11.47,INR,CARD,Razorpay,Captured,UA1KI2DQ,0.028
PMT00012451,12451,25.31,INR,UPI,Cashdesk,Captured,D88X9W81,0.067
PMT00012452,12452,70.34,INR,CARD,PayU,Pending,TY2D4Z75,0.338
PMT00012453,12453,58.14,INR,CARD,Stripe,Captured,ZDP4LHTX,0.148
PMT00012454,12454,54.19,INR,UPI,Stripe,Captured,X7V4KROV,0.12
PMT00012455,12455,53.18,INR,WALLET,Cashdesk,Captured,M3LM7RJ4,0.141
PMT00012456,12456,36.62,INR,CARD,Stripe,Captured,NQOI444A,0.163
PMT00012457,12457,82.68,INR,WALLET,Cashdesk,Captured,A3Z4RMF9,0.129
PMT00012458,12458,134.8,INR,CARD,Razorpay,Captured,RS6C2U40,0.118
PMT00012459,12459,89.16,INR,CARD,PayU,Captured,CKIK5CB3,0.31
PMT00012460,12460,30.18,INR,CARD,PayU,Captured,847ND99R,0.013
PMT00012461,12461,63.58,INR,WALLET,Razorpay,Captured,EQRWHX5B,0.133
PMT00012462,12462,47.64,INR,CARD,Cashdesk,Captured,9F645HZI,0.022
PMT00012463,12463,48.96,INR,CARD,PayU,Captured,3HYWW3AJ,0.049
PMT00012464,12464,84.53,INR,UPI,Razorpay,Captured,YL4D07YU,0.204
PMT00012465,12465,31.31,INR,CASH,Razorpay,Captured,976OBNFS,0.196
PMT00012466,12466,25.31,INR,CARD,Razorpay,Captured,MSC9BCL9,0.195
PMT00012467,12467,38.13,INR,CARD,Stripe,Captured,WAXQVARQ,0.11
PMT00012468,12468,142.4,INR,UPI,Cashdesk,Captured,0ZPY5YNH,0.073
PMT00012469,12469,35.49,INR,CARD,Cashdesk,Captured,W1D31Y3W,0.046
PMT00012470,12470,34.32,INR,CARD,Cashdesk,Captured,8SV9JF77,0.115
PMT00012471,12471,101.29,INR,UPI,Razorpay,Captured,CA96E0V1,0.146
PMT00012472,12472,6.49,INR,CARD,PayU,Captured,HPCGCB3U,0.168
PMT00012473,12473,66.45,INR,CARD,Stripe,Captured,XNYKTKJW,0.01
PMT00012474,12474,388.86,INR,UPI,Razorpay,Captured,MWCIPX84,0.078
PMT00012475,12475,56.29,INR,CARD,Cashdesk,Captured,SYRTHXKK,0.115
PMT00012476,12476,55.64,INR,CARD,Razorpay,Pending,W6EAV9SL,0.092
PMT00012477,12477,82.1,INR,CARD,Stripe,Captured,DCPS8XHV,0.144
PMT00012478,12478,76.01,INR,CARD,Stripe,Captured,HG6GIP2N,0.06
PMT00012479,12479,73.89,INR,CARD,Cashdesk,Captured,DT1OZC0Q,0.075
PMT00012480,12480,27.39,INR,UPI,Cashdesk,Pending,ODMVOQH7,0.071
PMT00012481,12481,62.28,INR,CARD,Cashdesk,Captured,HTIR1QLI,0.094
PMT00012482,12482,29.65,INR,CARD,PayU,Captured,NZK2QSSB,0.071
PMT00012483,12483,51.54,INR,UPI,Cashdesk,Captured,QTQSR0UQ,0.113
PMT00012484,12484,91.39,INR,CASH,Razorpay,Captured,4GF71VV4,0.066
PMT00012485,12485,117.74,INR,CASH,Cashdesk,Captured,TJYPF8ZD,0.08
PMT00012486,12486,46.39,INR,UPI,Stripe,Captured,RJ3G2DMG,0.084
PMT00012487,12487,106.89,INR,CARD,Razorpay,Captured,0UWD0BG7,0.076
PMT00012488,12488,139.44,INR,WALLET,PayU,Captured,ADO3E5X4,0.134
PMT00012489,12489,38.85,INR,CARD,Stripe,Captured,61FAREJO,0.039
PMT00012490,12490,32.35,INR,UPI,Cashdesk,Captured,22I9NWR8,0.042
PMT00012491,12491,60.26,INR,CARD,Razorpay,Captured,VFB6HTEE,0.184
PMT00012492,12492,44.06,INR,UPI,PayU,Captured,DM4XH783,0.026
PMT00012493,12493,36.23,INR,CARD,Cashdesk,Captured,OSUGBZKH,0.215
PMT00012494,12494,30.8,INR,UPI,Cashdesk,Captured,76FHLF5B,0.285
PMT00012495,12495,104.84,INR,UPI,Razorpay,Captured,B984NOOJ,0.056
PMT00012496,12496,11.04,INR,WALLET,PayU,Captured,YW3UMSSB,0.067
PMT00012497,12497,84.51,INR,CARD,PayU,Captured,DB88MYVC,0.182
PMT00012498,12498,69.58,INR,CARD,Razorpay,Captured,VYCE19HW,0.114
PMT00012499,12499,100.04,INR,WALLET,Stripe,Captured,KM3FN7NG,0.085
PMT00012500,12500,28.68,INR,CARD,Cashdesk,Captured,XCHU7BIS,0.117
PMT00012501,12501,126.6,INR,CASH,PayU,Captured,S97W2Q7N,0.059
PMT00012502,12502,119.91,INR,CARD,Stripe,Pending,AQP0FZPG,0.308
PMT00012503,12503,21.44,INR,UPI,PayU,Captured,OCWHOV01,0.186
PMT00012504,12504,20.48,INR,CARD,PayU,Captured,HRS5GPNH,0.106
PMT00012505,12505,76.65,INR,CARD,Stripe,Captured,XLV0FSA8,0.142
PMT00012506,12506,31.45,INR,UPI,Cashdesk,Captured,4XM07OS3,0.034
PMT00012507,12507,60.91,INR,CARD,Razorpay,Captured,4KUAZ1I8,0.101
PMT00012508,12508,70.56,INR,CARD,Razorpay,Captured,F5VX2XW5,0.032
PMT00012509,12509,51.58,INR,CARD,Cashdesk,Captured,0QK0A914,0.32
PMT00012510,12510,44.15,INR,UPI,PayU,Captured,CXLF8VMV,0.054
PMT00012511,12511,122.2,INR,UPI,Cashdesk,Pending,Z68HGM97,0.123
PMT00012512,12512,104.34,INR,CARD,Cashdesk,Captured,INZNLSQF,0.076
PMT00012513,12513,16.1,INR,CARD,Stripe,Captured,EGDM9WG7,0.21
PMT00012514,12514,52.84,INR,UPI,Cashdesk,Captured,1KDTWKPK,0.23
PMT00012515,12515,56.13,INR,CARD,Stripe,Pending,Y6ZP0K4Q,0.031
PMT00012516,12516,68.9,INR,UPI,PayU,Captured,RWK4OP0L,0.205
PMT00012517,12517,15.49,INR,UPI,Cashdesk,Captured,9FAE7WJ3,0.089
PMT00012518,12518,178.32,INR,CARD,Cashdesk,Captured,M1PQF4ZG,0.154
PMT00012519,12519,93.41,INR,UPI,Razorpay,Pending,YHZ4ZBSS,0.127
PMT00012520,12520,77.99,INR,UPI,Cashdesk,Captured,7IML6UBK,0.055
PMT00012521,12521,29.07,INR,UPI,Razorpay,Captured,0KBMESTJ,0.131
PMT00012522,12522,122.82,INR,CARD,Razorpay,Captured,OUES8TQS,0.072
PMT00012523,12523,118.63,INR,CARD,PayU,Captured,K1A0E6OL,0.233
PMT00012524,12524,318.3,INR,UPI,Cashdesk,Captured,VACA0K2C,0.011
PMT00012525,12525,53.36,INR,CARD,Cashdesk,Captured,962PIBB7,0.011
PMT00012526,12526,50.98,INR,UPI,Stripe,Captured,Q7LG3U51,0.13
PMT00012527,12527,323.64,INR,CARD,PayU,Captured,IYFIGX33,0.117
PMT00012528,12528,38.52,INR,CARD,Stripe,Captured,R80X80SW,0.118
PMT00012529,12529,80.28,INR,CARD,PayU,Captured,OU30RGDJ,0.105
PMT00012530,12530,96.3,INR,CARD,Stripe,Captured,JKT3BKH7,0.111
PMT00012531,12531,696.3,INR,UPI,PayU,Captured,4MVE66E1,0.172
PMT00012532,12532,71.93,INR,UPI,Razorpay,Captured,5N9WKPWU,0.095
PMT00012533,12533,45.7,INR,WALLET,PayU,Captured,35MVANJO,0.029
PMT00012534,12534,6.49,INR,CARD,Cashdesk,Captured,42ZE0EIR,0.022
PMT00012535,12535,262.2,INR,UPI,Cashdesk,Captured,UVW0KGGU,0.128
PMT00012536,12536,111.02,INR,UPI,Cashdesk,Captured,DL8LR7OP,0.274
PMT00012537,12537,62.66,INR,UPI,Stripe,Captured,0CE24ASS,0.04
PMT00012538,12538,29.34,INR,WALLET,PayU,Captured,9CMBSR8J,0.085
PMT00012539,12539,118.99,INR,CARD,Razorpay,Captured,5AMXGCGC,0.071
PMT00012540,12540,331.36,INR,CASH,Razorpay,Captured,GMEUTRTQ,0.206
PMT00012541,12541,64.63,INR,CARD,PayU,Captured,2GBPIGTE,0.165
PMT00012542,12542,40.04,INR,CASH,Stripe,Captured,3A73CXNO,0.113
PMT00012543,12543,81.27,INR,UPI,PayU,Captured,8LR2AA47,0.096
PMT00012544,12544,36.02,INR,UPI,Stripe,Captured,MIA0MWOR,0.06
PMT00012545,12545,369.12,INR,UPI,Stripe,Captured,5GY56057,0.067
PMT00012546,12546,29.24,INR,UPI,PayU,Captured,1J4KSB7T,0.042
PMT00012547,12547,6.49,INR,UPI,Cashdesk,Pending,JXCI2AAB,0.139
PMT00012548,12548,81.9,INR,UPI,Cashdesk,Captured,YJPC2D0D,0.14
PMT00012549,12549,66.03,INR,CARD,Razorpay,Captured,5KL26GOH,0.034
PMT00012550,12550,122.51,INR,UPI,Cashdesk,Captured,K80L3S4S,0.025
PMT00012551,12551,10.86,INR,WALLET,PayU,Captured,7Y6G1174,0.163
PMT00012552,12552,161.63,INR,CARD,Cashdesk,Captured,IGZO51IA,0.053
PMT00012553,12553,223.18,INR,CARD,Cashdesk,Captured,A3W9Q014,0.189
PMT00012554,12554,273.52,INR,CARD,Razorpay,Captured,FMYUOPJQ,0.055
PMT00012555,12555,94.19,INR,CARD,Razorpay,Captured,LVTV9EE7,0.188
PMT00012556,12556,48.46,INR,CARD,Cashdesk,Pending,EH7EWUNE,0.296
PMT00012557,12557,210.42,INR,UPI,Stripe,Captured,THW2VPGN,0.078
PMT00012558,12558,237.09,INR,UPI,Stripe,Captured,MDXE8JE6,0.19
PMT00012559,12559,40.04,INR,CARD,Razorpay,Captured,784INOWJ,0.156
PMT00012560,12560,52.65,INR,UPI,Stripe,Pending,2IHAQ3OE,0.16
PMT00012561,12561,81.85,INR,CARD,PayU,Captured,OB2GDD79,0.078
PMT00012562,12562,67.4,INR,CARD,Razorpay,Captured,HUCE78KG,0.166
PMT00012563,12563,89.16,INR,CARD,Stripe,Captured,ULGSFUD6,0.041
PMT00012564,12564,128.96,INR,UPI,Stripe,Captured,4MP4YDQQ,0.046
PMT00012565,12565,31.62,INR,CARD,Razorpay,Captured,XK507A28,0.265
PMT00012566,12566,138.3,INR,UPI,Razorpay,Captured,LF1NUNIV,0.281
PMT00012567,12567,64.63,INR,WALLET,Razorpay,Captured,GI6LA316,0.03
PMT00012568,12568,36.97,INR,UPI,Stripe,Captured,Z9Q7U7A0,0.012
PMT00012569,12569,35.47,INR,CARD,Cashdesk,Captured,C9X2PGT2,0.202
PMT00012570,12570,62.08,INR,CARD,Stripe,Captured,R5UWB8Q8,0.253
PMT00012571,12571,70.94,INR,CARD,Cashdesk,Captured,5ZXKB68W,0.254
PMT00012572,12572,52.14,INR,CARD,Razorpay,Captured,NW20MRE8,0.123
PMT00012573,12573,44.71,INR,CARD,PayU,Captured,BVT1RK7F,0.093
PMT00012574,12574,89.11,INR,CARD,Cashdesk,Captured,6ROCONI8,0.12
PMT00012575,12575,83.16,INR,CARD,Stripe,Captured,4L1W75C0,0.04
PMT00012576,12576,60.98,INR,CARD,Stripe,Captured,HONA6I2E,0.095
PMT00012577,12577,30.88,INR,CARD,Cashdesk,Captured,NFSMENKF,0.118
PMT00012578,12578,94.59,INR,CARD,Cashdesk,Captured,HA9LAENR,0.079
PMT00012579,12579,61.4,INR,UPI,Razorpay,Captured,YGOOBLG4,0.056
PMT00012580,12580,101.87,INR,CARD,Stripe,Captured,B5BPM9H3,0.062
PMT00012581,12581,67.65,INR,UPI,Cashdesk,Captured,V31VMZJ4,0.163
PMT00012582,12582,106.55,INR,CASH,Stripe,Captured,Q6H43MIE,0.103
PMT00012583,12583,93.39,INR,WALLET,Razorpay,Captured,DESGMXPK,0.046
PMT00012584,12584,27.33,INR,CARD,PayU,Captured,W88HQRQT,0.072
PMT00012585,12585,87.4,INR,UPI,Cashdesk,Captured,KN8QB5P8,0.29
PMT00012586,12586,69.72,INR,CASH,PayU,Captured,RCPYRD4Q,0.055
PMT00012587,12587,29.36,INR,CARD,Cashdesk,Captured,5PIKGQ4I,0.17
PMT00012588,12588,63.92,INR,CARD,Stripe,Captured,IGDV3KJQ,0.057
PMT00012589,12589,86.9,INR,WALLET,Cashdesk,Pending,LA12N4A9,0.151
PMT00012590,12590,259.44,INR,CARD,Cashdesk,Captured,J93GC0C8,0.16
PMT00012591,12591,64.81,INR,UPI,Stripe,Captured,2VSNF1PM,0.04
PMT00012592,12592,45.5,INR,CARD,Cashdesk,Captured,AKMCSQKC,0.065
PMT00012593,12593,91.4,INR,CARD,PayU,Captured,FDPPXB91,0.099
PMT00012594,12594,61.4,INR,CARD,Razorpay,Captured,RNF52W86,0.153
PMT00012595,12595,22.26,INR,UPI,Razorpay,Captured,9QISMTFK,0.243
PMT00012596,12596,16.96,INR,CARD,Cashdesk,Captured,N3L5SIIZ,0.051
PMT00012597,12597,213.54,INR,CARD,Stripe,Captured,TK7D0DRK,0.077
PMT00012598,12598,24.51,INR,UPI,Stripe,Captured,FVPBQQ6L,0.165
PMT00012599,12599,375.96,INR,CARD,Stripe,Captured,OZOU7NS1,0.059
PMT00012600,12600,116.28,INR,WALLET,Razorpay,Captured,2AXBRP7H,0.139
PMT00012601,12601,15.88,INR,CARD,Stripe,Captured,4Y89TQKF,0.059
PMT00012602,12602,74.41,INR,CARD,Razorpay,Captured,KLN5EMFJ,0.073
PMT00012603,12603,280.56,INR,CARD,PayU,Pending,8303NE8C,0.178
PMT00012604,12604,40.73,INR,UPI,Razorpay,Captured,SBEOOBI4,0.024
PMT00012605,12605,49.43,INR,CASH,PayU,Captured,2KF1HK3J,0.048
PMT00012606,12606,45.7,INR,WALLET,Stripe,Captured,XE7BXNZG,0.272
PMT00012607,12607,20.02,INR,UPI,PayU,Captured,P2MX620D,0.078
PMT00012608,12608,32.73,INR,CARD,Razorpay,Captured,CZ3PNBAI,0.232
PMT00012609,12609,53.94,INR,CARD,Cashdesk,Captured,84JP7N1Z,0.207
PMT00012610,12610,55.79,INR,UPI,PayU,Captured,G0PGROWU,0.053
PMT00012611,12611,53.5,INR,CARD,Cashdesk,Captured,QFVCKPO2,0.1
PMT00012612,12612,325.02,INR,WALLET,PayU,Captured,XOTD8SQ5,0.204
PMT00012613,12613,97.87,INR,CARD,PayU,Captured,2QPP2BAD,0.148
PMT00012614,12614,106.55,INR,CARD,PayU,Captured,9HKIC9NT,0.09
PMT00012615,12615,96.32,INR,CARD,Cashdesk,Captured,N8PUXF1B,0.023
PMT00012616,12616,96.76,INR,CARD,Razorpay,Captured,R9OGG2H8,0.119
PMT00012617,12617,101.87,INR,CARD,Razorpay,Captured,HOA0DD44,0.122
PMT00012618,12618,124.56,INR,CARD,Stripe,Captured,KUPOSAJL,0.068
PMT00012619,12619,67.28,INR,UPI,PayU,Captured,P8H47XET,0.195
PMT00012620,12620,61.66,INR,CARD,PayU,Captured,PHAL03O4,0.386
PMT00012621,12621,19.23,INR,UPI,Cashdesk,Captured,132R9JZF,0.058
PMT00012622,12622,71.93,INR,WALLET,Stripe,Captured,A74LI19Z,0.132
PMT00012623,12623,126.16,INR,CASH,Cashdesk,Captured,P5XI1LE6,0.047
PMT00012624,12624,13.78,INR,UPI,PayU,Captured,B09ES4RV,0.17
PMT00012625,12625,131.78,INR,CARD,Stripe,Captured,D3WR3E5W,0.118
PMT00012626,12626,193.92,INR,CARD,PayU,Captured,5GHBJ4NT,0.202
PMT00012627,12627,51.22,INR,CARD,PayU,Captured,4X1U7XHE,0.066
PMT00012628,12628,71.58,INR,UPI,Stripe,Captured,W4BMND23,0.176
PMT00012629,12629,97.92,INR,CARD,PayU,Captured,NHM56K2Z,0.243
PMT00012630,12630,96.2,INR,WALLET,Cashdesk,Pending,84PAUQBE,0.107
PMT00012631,12631,19.46,INR,CARD,Razorpay,Pending,96I4AMOR,0.236
PMT00012632,12632,282.14,INR,CARD,PayU,Captured,D6VQREQP,0.027
PMT00012633,12633,108.06,INR,UPI,Razorpay,Pending,KTO79I5I,0.117
PMT00012634,12634,101.14,INR,CARD,Stripe,Captured,WH7JXNS1,0.206
PMT00012635,12635,110.68,INR,CARD,Stripe,Captured,A4NOY6NC,0.08
PMT00012636,12636,56.36,INR,WALLET,Stripe,Captured,K6F2QWCY,0.038
PMT00012637,12637,43.49,INR,CARD,Cashdesk,Pending,9DKA02NO,0.005
PMT00012638,12638,325.08,INR,WALLET,Cashdesk,Captured,J018UIFF,0.058
PMT00012639,12639,88.72,INR,CARD,Cashdesk,Pending,IW8GA7XU,0.108
PMT00012640,12640,44.81,INR,CARD,Razorpay,Captured,MOHSCF4J,0.018
PMT00012641,12641,161.76,INR,WALLET,Stripe,Captured,MYDQ8GRK,0.038
PMT00012642,12642,39.74,INR,WALLET,Cashdesk,Captured,I9LU0SCC,0.312
PMT00012643,12643,94.59,INR,CARD,Cashdesk,Captured,J9TFEJS2,0.082
PMT00012644,12644,70.33,INR,UPI,Stripe,Captured,IVDZOXW6,0.199
PMT00012645,12645,46.03,INR,UPI,Stripe,Captured,ZOEDL1YE,0.039
PMT00012646,12646,44.14,INR,CARD,Cashdesk,Captured,0GTS47H6,0.005
PMT00012647,12647,76.08,INR,WALLET,Cashdesk,Captured,QLRW9IPM,0.048
PMT00012648,12648,67.28,INR,UPI,Cashdesk,Captured,9IBQMNKX,0.119
PMT00012649,12649,94.59,INR,UPI,Razorpay,Captured,3MA6UFBB,0.026
PMT00012650,12650,17.57,INR,CARD,Stripe,Captured,GSUPEJQW,0.206
PMT00012651,12651,73.44,INR,CARD,Stripe,Captured,30C2NQFF,0.076
PMT00012652,12652,79.38,INR,CASH,Stripe,Captured,V22IA727,0.147
PMT00012653,12653,26.12,INR,CARD,PayU,Captured,SIZBV56M,0.056
PMT00012654,12654,26.12,INR,CASH,Razorpay,Captured,VBIADF7M,0.043
PMT00012655,12655,17.9,INR,CARD,Stripe,Captured,RWVX9VFP,0.186
